Item,Type,Description,Product type,Main type,Items,Email (from Contacts) (from Customer) (from Orders) (from Items),Customers,Unit price,Picture,Weight (g),Material,Comment,Unit cost ¥,For sales,Costs proposed by suppliers
Accessories - Lip 100ml Cap,Accessories,Lip 100ml Cap,['Repeat order'],Accessories,,,,0.04,"[{'id': 'attWwLo9EIRVV8o2h', 'width': 412, 'height': 362, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/rMa5uFxxQF4T0_rKAzhsrw/6H_E8-bjMcdNUtE3qilW3LDvuvfqNzd8DqVuLIA9Csexmz43GFqem7mtEXpYKmZPjBOKVe3pDXcRUyu3NcifHNry3EOccJihQBaNynRC4kY/gcQsgBtFDUWlmIxq9n43mxZIJHk4qd6yqyMr-K25edo', 'filename': '100ml Cap.png', 'size': 118873, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/Gu8GABWgyHVEoscr26B78w/MRjlYH9FVyZy8rlG2o74Y_n5lrtz00FE8AnPxXql7S0msyeg04CU5_gbxIYaMQuvyVQoP0K0mEc2XMygN-K0Uw/904l7xcGUabp4WesjCIFysLUUH_d6jPLksGadIXtECg', 'width': 41, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/4CeVaIUmVlSFvgZ6Dw8iqw/PcKOOJpLLMQz80rr3WFFd2f2Mi67R3yk4cWoi6Dk55sxE-6zqAyx8a-KS8O9VNekf3KMn4j1QVa7UbyUWkd5DQ/t_oQnDENsM6Xm9AAL21A1dBMize0w-oRsyW5UjGCawA', 'width': 412, 'height': 362}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/eYiy_38R8llkNSVpxdDkgQ/8uz6IFFAQ-y0HAawml1ola3Pwd0yWsopP-5-AGdr__9buOi9E0KFEZDB9WlkDR1k0SDgHCA9MTjzbKUfIJIQkw/ojJ0d4f4HPKij70TvNuA5nW5hWHWO8qwlKelIZKYLzw', 'width': 3000, 'height': 3000}}}]",1.0,Aluminum,,0.2,,
Glass - BAYOU 750ML,Glass,BAYOU 750ML,['Repeat order'],Glass,,,['rec6HZLAzIYFQUUuw'],0.65,"[{'id': 'attI8OxtRQYadaOWZ', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/gW555bc5jn0bYQJqNAU4IQ/R9lM2eWZpqsiWno1c6iw8C5WL7VKpO35JyX1u2TV4Npo7Hqur_7-v_XXd5014zPjdBZhDCu1Ut9jWSoL5kps8LRqrAzVSAspDkPi6oQi_dxp1BoqP1FsYitpKze6knjt/zz_c8PS0XDm9yoDSuqwxsgdR6mpcgnchDarknQ6sfXo', 'filename': 'cc8e5a2cb335bb7917af05ca3f64869.jpg', 'size': 1001932, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/fO01LBabl9qS92YZA03Rrw/UUY3V6DdZr7VOT0Bn95DeyTFZXU4sVDg_0JRN2IOKB_IuhMY-EjKQjJN9fEto220gm378BjrMF-1YaVGnXVeLQ/763vBYwHrJIUeLYBtHqkTiUluCmP3dqtlL6RXxSW6Vo', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/YWnXqEHylm0n-8k6g6FMww/J-W1BdhZlPzJYVOJw1P43ZmGdp791Dq4a_kN1OE1VV1L_Twz1ozt2_eFk2hRlPQAvJ2DP8xgjvKti6vZxGZ_UA/rL1jFWyWi26TXJEC3PIHsZQo1QkAB2z35i3_iHUUglY', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/ekNeLr7bz0e9wSb1TD8c-A/9CL5VSAIr_DqQPgCmm1XH7QRvuTbxQgULQpSvsxXsROpZR4B7Iar6o330pdtKIAZh3gNIsUlFILfwvxwpPOXwQ/zy1RFuIt6cybboXs7OH4SRSPK8vq-juHs9F7aKSGrXo', 'width': 3000, 'height': 3000}}}]",699.4,super flint,,3.56,,
Glass - Gun powder 750ml Blue,Glass,Gun powder 750ml Blue,,Glass,['rec27MhwUiB2CicXr'],"['prigney@thesheddistillery.com', 'claire.s.bay@gmail.com']",['recGTcKqeeoGfgBkP'],1.07,,,super flint,price included spray,4.55,,
Accessories - Komos 750ml cork,Accessories,Komos 750ml cork,['Repeat order'],Accessories,['rec2uzbbWKfTjeBdt'],,,0.11,"[{'id': 'att85jcM1CwuXKCGW', 'width': 3120, 'height': 4160, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/RiPL8Mqk386fOjF2mfQsSQ/jK2doj9UllOmzBSZw6gkP7o8CFbR-y_tvg4mFt0jVFNM845ty7y4fq2Dkv_uENfRsYrCLrCvmFIe-2TLtse84cI0MyIsxosyiXzGsOjbFAJho8KiPmzJT0VP9J0JRHkW/Auiih8EqSr-5MOd2vsumv8334itKx_GfxORCxn7gTtU', 'filename': 'aaa46fa690d861137bd10e00df25946.jpg', 'size': 2979467, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/YtMkrbvk_ASyRaA3_V4vJA/ABi-6WNr8K4DP_06-YJo2sMrRu2GAAWVnTOT1GT_LzKEEa0Fr3WV1tnkW9H6FzvSXjSHbra0XVcbVWE97EnY2Q/-AD13IQGJMNbFLAz2CF-DSNoWTjwdARpc2Wl2iGWOzw', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/x6AikG95C7wC7Y5lHLt3Aw/Tida09PpacQsm60Wc-9b0h-EXO2nFYF5BfVUq0vEUsUShVE9AjgIKLYyOPjYGf8YwlllD6rr4yhXwcoUq-JEGA/WQ-qMaQirDwSB64vvfe1ogD_yaBOvbb5rXiW_QkNxHI', 'width': 512, 'height': 683}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/_f3Md57g0RhZRXAmSAhrAw/S4VKAVrObI_2tcKY-z4vspvpeb_kdH5bSnV0WUC0rKj7SzF67pWtv_Ms2m5J6dOBxeeeU6GwZyC0-xfBQF-A9g/PEIw2cIa5ThknYxYRey-Fqze6VALUER46scAKmD7FKQ', 'width': 3000, 'height': 3000}}}]",2.0,synthetic cork,,0.6,,
Accessories - KOMOS Ceramic 750ml Cobalt Blue Cap,Accessories,KOMOS Ceramic 750ml Cobalt Blue Cap,['Repeat order'],Accessories,"['recgAQBUo0lr0anTI', 'rec0PHXyCvctS8Ndt']","['miguel@ckbg.com', 'miguel@ckbg.com']",,1.5,"[{'id': 'atteRNzblTOcRxDgb', 'width': 401, 'height': 302, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/syqxQ9Onr8EkXVZg_dMIgA/rvTB57iZyd_BCNO9W-F04mKn8DTIzyBHnvjG5S9YhVYn6uvP_zSRsh304xli6dXzMjoFzt66UcyoFyV4PNvGGzoj2YLqSlF0Khc4m3zNlas/nxS-pUMBERQ_ya3cxXjGtfp2tMq7cqkRjiD72KBWs8o', 'filename': 'image.png', 'size': 169908, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/acLeM_73mjfZ2Z7F4lzEiQ/B3_NQqssryyqmLg3D4f2wTnUCwc0_x8ua69wfk0M7fwhIldWymYzvjDlF43oUtJll7hhaxVFTeBhrYmX8Um6AQ/j98UNfrIK2vuCYN9pidE-_8R1kJTob0uQD4UolLxEjw', 'width': 48, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/kC5Nj7Ir6z1U5cH3N_N8zA/YgwlB9ziB1I04NWRSk0_mUiKuVTbXZJaGI1iCMs3rXMH6HHYuY0ljP-12UUHXztMthKtbAP2KoC3AB9WgCqo1A/nJr0-LjyqgdcbZN40QNeOOlSJ2FW1ioIHh1atERh_aQ', 'width': 401, 'height': 302}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/er6LljSlBL_t9NTdBXP6Kg/snQzF9Epk4yvox-w6Dxf7zE421PwJ-418k2VRIsPKJJc9YfwXDmdM8KJAjiQA3EOIrmrQbreSPP4rPkbLli1pQ/dRBK4K35-tUehwt8JFqwS76GfqMmYvgcNdv6Nt_oAT4', 'width': 3000, 'height': 3000}}}]",40.0,"Ceramic, synthetic cork",,0.0,,
Glass - Gun  Powder 500ml California Orange,Glass,Gun  Powder 500ml California Orange,['Repeat order'],Glass,['recWvtMgf8sjaxx6D'],"['prigney@thesheddistillery.com', 'claire.s.bay@gmail.com']",,,,,,,,,
Accessories - Lip 750ml Aluminum Lebel +Neckless,Accessories,Lip 750ml Aluminum Lebel +Neckless,['Repeat order'],Accessories,,,,0.6,"[{'id': 'att7bxwzmRthc6VGI', 'width': 478, 'height': 494, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/EH6L6btaB4Bojs9-8MtvFw/yAm-cX9cFcJzHY3BaLaR-Y17-MIXjeFuwi0zo3oMEZzdK2JC7l4oOnUi5XcXLPcGKO_r4hfL6tTD3JsDjcH1v0F6GL_YMIO-G15hjOq8lQZs5Q3zZlgbTIf-DkeJYxp2/RKa8e4EQz8wbqaeW4-xAMygo44sjMxwBwW9L-gNNi-o', 'filename': '750ml Aluminum Label +Neckless.png', 'size': 309389, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/6V5p3b6oKlGMBQo6VdVGcg/M_W-noJYZccZHd3yo2yz9fQSM4T3sJiMP8VQX-EQnCorgMYcXz2Y8l9JXtyT4guvRXqnzGG55evwZek7VRKQHw/7TCWpONdJFjOFutkJd4JZCAacd1ZFeCnvTg_8GgfmaQ', 'width': 35, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/oeFnndQWc0hrfgjDNtyJyA/E538Xr493SHViAOdNPCZJtZ-4f-M2VEBvcgsLTQxBmI8wHjSmeMNWeS0Wa9KGGD_PY83JIWgHg1qmJZS8af7sA/UbiQ2Wvp-mAoxPDcj86udY8sCFCL0xkUqSh3KQ7EaL8', 'width': 478, 'height': 494}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/4seTle05Rzktp-dpsRAvgA/ix63qBEGTMpVHFoMXunYFlNYpdAf6QTHCpWSntvinmar4nhlmeHuuqj362S58qJ_W7Btsc7JMHpigvmMxwVlAA/LTrSUpsj7ZOZE3aNhlPRt_pUC7yEww-HTytQSlIlrJk', 'width': 3000, 'height': 3000}}}]",28.0,Aluminum ,,3.5,,
Glass - Legend private label 750ml,Glass,Legend private label 750ml,['Repeat order'],Glass,,,,,,,,,,,
Service - Design,Service,Design,,Service,['recQk8mcqYaZkIDCv'],,,,,,,,,,
Glass - Chris 375ml  bottle,Glass,Chris 375ml  bottle,,Glass,,,['recldY3FQB48Im8F4'],0.19,"[{'id': 'attokzSSwJ7E4ccFh', 'width': 366, 'height': 728, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/dNdRe4z5eVLOqYz4f0ya7g/IsN8s0wl7BBnTbzuQVAZOUzusut2tRu8niv-q4NcCPfiZUZeGLARV6kPX3N_0DbqBeicIv4PvMU52aypv1kakHM0tuH1E84WBB5CtXbk1BQ/JBqbhciHwCm8r9WsVL_pIhF5N96pYEz5BWyRo2Kg5eo', 'filename': '1696836428005.jpg', 'size': 50315, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/MDnFmGtrxf2NNQyPpdBlKg/0dk128_2CwIlRxMVBJ7tV87pAlK6JIB4ASlAGGURvQg4slxFX7K2DbXqy3YBsL0G4wv3DQOo_ntASH3SUjlTSA/ybUt6VEISCfeEtoxeQthk_3yxZlGJ3B5Do9jJ6ASmuU', 'width': 18, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/-D4IN-7Fa8cOL0uRtniOtQ/bmLkbA4AUfXQ4RCiklav65oGOOma3wE2wh8Ccuf2NkqP5pupfzQ-yc9WMS-tAXnwi3SOdfkQhi9_jVLc_2ACOQ/B-RoL-701vYwc_4P7mKhnuBhcN7bn92ZHLVWy5_QV8M', 'width': 366, 'height': 728}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/SbFJjYGqtsLoPBGEZG3KjA/e0x_nzZydTXR6gFahz7MLvFzrksdJYGl2fUOzQjpWsSleHNyEkqyPvDKYUzWPYGpqx6US7ws2WiwXM22ryOXVA/qeYKfZxYmN-ur2WCLMMZa583fgcAjIiZjOLIkR6Y3AY', 'width': 3000, 'height': 3000}}}]",300.0,glass,,0.73,,
Ceramic - CERAMIC JUG 750ml with serigraphy,Ceramic,CERAMIC JUG 750ml with serigraphy,,Ceramic,['recD3GwIbBCx6WiiY'],['kenny.varble@greenriverspirits.com'],['reciAAM8TjI5IVIJ9'],3.71,"[{'id': 'att8xOfShw6GYxbMP', 'width': 3024, 'height': 4032, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/uNm5-pXq_udKLqm-qa_Qew/mbYykUqf5B99bR0GThdRMyl8RPjGG4HwdACmPn4inrRKySOWdU2m4eXCC7q9cMfKMiJNtY-eEXGjE1ML-WpDil4jC3YPUNedvyTneTzJ3BY/L4azACx5l4NBIMx-aWEHgdbszanrOJFrrlYn7NAqUvo', 'filename': 'image.png', 'size': 20042645, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/r5qVtjvo70xc7q33BIsAlA/a6L4beis7POvztreoNdzyDYGj6vUKt39IQO_gSin9ORoSzVWnBgs7G8CKsXPPrkULpWvB9v7Ui44zoC4Jka8HQ/sHfkgU3NizOht7NjHSxT5e7UlZPdFBMZ_6ibwZDg98E', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/wTdrIT8dzjDUBXVAzJhHIA/cZAaMDDQgWs7LDLOUUFvbqHsuAwn6OXVJt3_LKi1tWwWxUAfuzY0lluah99DOknpv3RbZmNDxHBtZ9lC4lvOXw/8yjNojwe5hlTZYBX70DqpsTD6R3AGAduJQG1Sqa8ogw', 'width': 512, 'height': 683}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/EoeTaxyOlhV8F9F7kkciCw/HjzsbU2sW6EjA023X8HHfcrMyaHgm3yNRKPXymdud7NAd8BixEdANiNfVMwc7wHD16Zpw_ILXL41WYm2nFgukQ/B5MCCc3_QZWflHVCcj4Z1A2WbZIus5LZ-E8BEydMvjo', 'width': 3000, 'height': 3000}}}]",,,,17.05,,
Glass - TULCHAN 750ML,Glass,TULCHAN 750ML,['Repeat order'],Glass,,,['rec6HZLAzIYFQUUuw'],0.55,"[{'id': 'attWzojHsTV2nS82Q', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/KptVt_hmbz0aOQF-vjWqpQ/xzrH1JQwHlWrHq58iwh7-K3vxYYPSdapJi4RkiCMQfcYdpFDSnIzoJLqeiFH1pUiOCpS1THPtVwoUAT7jlolbYJVyS650orFnM1_cDUNDLsfL0Xn91goW9VK8mFgN7Bu/Ji4R6YKArJTWhQ28WgmcYHjcax0L8SaSGq3BQbsn0lc', 'filename': 'cc8e5a2cb335bb7917af05ca3f64869.jpg', 'size': 528302, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/okceSZ94ni_jy1YXuqXosA/3tNITOUZY0uLGp2E6WCMGwKCEIQFtHSnvIJehqAHqP2zkWF97iEi1toun9lkQ2l2yRoNGYbsDGrNvANgE2wplw/ub3stPEJ48noFtXggewh_Jls2hCRXw4Z8qzvLdQkSjA', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/zfP9jglvW4_GnJrx2VW2ow/9j_uSlv6pUBXIUyG_72BBtQHNfwKsjXhAdGaEgDM8jrtk_V7FD4bSAkkMx_sIAQG8B5hIPoQgFSag4jhDMFy1Q/eC5Yr6pAud6buk-ZNBkZ9Il4b5-df-4ucalVvm3c5jE', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/SRqKqs26jNoOACot2n3ftw/DATVLN7gRYzk_MAZJvkIWzBQHEzC40vPlnR4ueR3OcRAiMTp1-dV_gP9KZ6jA3Wwu4kXoc2NGZUoi_ku8YM8Qg/tAQx9-RKhbYZWnuluT-p5woUxqyIieWLu2nVXxAhLRY', 'width': 3000, 'height': 3000}}}]",605.2,super flint,,3.08,,
Packing - Candy 50ml,Packing,Candy 50ml,['Repeat order'],,['recdG5xrAC48t6AhD'],"['Feliks@AikoImporters.com', 'lwelch@aikoimporters.com', 'Cassady@aikoimporters.com', 'Akogan@aikoimporters.com']",['recyN9PCcdYScELcF'],7.8,"[{'id': 'attf7g4LCF4l8M0H5', 'width': 976, 'height': 1110, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/4JDeMCgwkGT-AucMzymC_g/3gJrz5BG0Bo8V5kKvqLIGiekg_uMfDumz-VSRASQUBM4dZSgdk7ra6jdjYVZgVBlGaqIGetnDOfdY-Ch0uab6GkcTtfbQhvDu_K6Aj8BX7w/Bdomeq7moqdaJ2U8DmckWQM4p82tii5P9VCGw7T0Lh8', 'filename': 'Candy.JPG', 'size': 224912, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/5WuyB5zvDS6disjhYkLF4g/zIAldox4ATgAYmf7PQoXl6Kjx5aboVFLzGtU6r_LYMVgEsdRKsFm3AJOQvqYXhjYUPZY-gTYPQoQiViomXjtBQ/59OKAAT7AJCKb7CKd5pKH4nBLXM4N9117QdzWNuKFco', 'width': 32, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/l9vPfGMrwWY9jZ4PWGW2qg/pnhXJsZ0rYkJicm4olk5uvvihy8BJkPcUwxa1rsC6z6iJzJOYjQaHSAK1BewuqJxwsknFt-rXArDha9CR9LsfA/hm2g3Nhe6WPnBBN9HXfrIIMfSb2CEpbT7jyxQiV3Kdo', 'width': 512, 'height': 582}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/T6RHtyTdpvPjt6tSUq1K0Q/HT4yLX2AOKXIJHTS1ObHlObw4KXuNORBZcp-ASR1e06QWxRHrRfpMRjuEemsPD-t9UzZNWlq0BYwfB06fz-_Xg/L5hhJYHQ5kipUscOmttAr8QGXRXCN0HP45LTPxhae8w', 'width': 3000, 'height': 3000}}}]",300.0,paper,,38.0,,
Glass - TULCHAN 700ML,Glass,TULCHAN 700ML,['Repeat order'],Glass,,,['rec6HZLAzIYFQUUuw'],0.69,"[{'id': 'attGFMX0aVGNzFsCn', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/htNrIw3MuUd7EUzzR7Vwfw/g7qZ67nfsJeE4GHg4NGJLlPpMsn6ziUIUyjhewWAQkavoTUyNDogx0EbrP2roOrjkmctNTe8KFMo2MvMCf6F9kPp1sAmaehJcg7w-8PVPOZAJOeVfdy0OLs6-Xc4D-xG/_t61JRCatB1Bkn_8tA8z2QzYUtGwygQWR0IN-apGNBY', 'filename': '9b6a0ebd029e7dbabd25c2f5c1af9c4.jpg', 'size': 867360, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/FqDMciWDxekMZZZSWQFTiA/SbPAkAlfuyVwfD2B81kTi0bJGgXKc2LCak5uI7sF4NIi4JkLfcsKfPahS7G5jS5GQ19zB-wpNr9t3NANqZd3Aw/Lhnp9S7XTD7f7L2EgLu4SzrdooLy3DtrYKl4KivZLTE', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/LGqsREMfD8hgFO7akFbSuw/6MT8BbFYcXMwtLrZ49pOmvtq7DJ07evpt-D3D2jvSHftvUqTGrAbesqzsEnVr2Znk-x3nYd_GzNIvrv6qMZKyw/6JupZxY0yIDC_40Wbg3m3qdmEJP8AXTCrmoWuh_mfrw', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/Cq6EefakZgrZM7vJ2vX3Og/ZO3sf5mSmZFe5lVyy45r63NCCTOxlX3xj4aQm0HDYUjrfMEX_TtSMct0qjeG2VyLrhOr2DCQ6W_5ucN9OrUUgQ/RvkzDVjVHEvszaQLGTj1_Q3-eHaaDVJRiHtW_tHf7Co', 'width': 3000, 'height': 3000}}}]",605.4,flint,,4.05,,
Glass - MOLD 6057# Bourbon 700ml,Glass,MOLD 6057# Bourbon 700ml,['Repeat order'],Glass,['reczBbfAG5wasfuL9'],['even@willettdistillery.com'],,2250.0,,,,,,,
"Glass - OASIS 330ml_Sparkling
_Option 2",Glass,"OASIS 330ml_Sparkling
_Option 2",,Glass,['recKdDO9z0qGCNSrD'],"['Gopinath.Murkoth@nfpc.ne', 'rohan.dsouza@nfpc.net']",['recg8gXE9BuMWh6oF'],42.71,"[{'id': 'attVSU6Z43L5l79RA', 'width': 3042, 'height': 4000, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/Tj9MxIt8r7b7w64_sX3Rfg/L7YJyhPnc5rPBaYHXx1cq8oBCN96Uvniqxo1eW6Hoif-7AlOEXOm7y6FpTjaYC8ef_rITodxaKKZkEJpgCLKDb0MNIwC0rwg_ucCbsGvMCZgUKaKQOkvIc8HzMusxGGg/N3gYJSjdAYEOMrfNr5CpsXBS765sGi-Uy6VuYAfD988', 'filename': '330ml_Glass_Bottle_Sparkling_Option2.jpg', 'size': 402455, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/jJKmdKUH1jeD1gK88OYVEA/YxTCIchN-BIspElx4fSvbh2Lf6fkBqDBHgzN-gCapbi6EacRACc9Rqbjeh3bf7coVud3jSLyZH9TcPlGk_1hiw/9SwziUokwW0NshiewMT1kX521WNfWG7wjbeDGI8nT6U', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/GIao3FqOkyFpu8xn6fRO-Q/DD6rvy-iVU27Do9UCL0mcqc3IVmbncudQHtU-D39qVjc0LD4SOodZA3gstmXHqNRqbFhWLMrhMh6G6zkEGQ6zA/8xoELxtQm2HG2yUdnlY7g2jJHbaVxTh263AsuDQ1IMc', 'width': 512, 'height': 673}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/B6YmFqrxiAxdDwk-sG-3Dw/NHTcHJ95nMvNgAINPRK4Ku0XLOpEZ6IW_1kFt4MH8SYXVt18uq7hKgNzpy8xEjFgEZfoongTg-eBpG3ZPJwbtA/S1dHXYaISsKJ2FmkTVGD-fet-M-R5zln73DbMHCux8M', 'width': 3000, 'height': 3000}}}]",320.0,Flint,"Sample order include naked bottle, serigraphy, shipping carton, and Fedex Fee",,,
Accessories - Aman tequila 750ml Silver zamak Cap ,Accessories,Aman tequila 750ml Silver zamak Cap ,['Repeat order'],Accessories,,,['recLoe3HyY3Rz80b0'],0.88,"[{'id': 'attNMqD6tOTLFZUVQ', 'width': 106, 'height': 84, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/rweu--OXLS0wTJYTZO2D2A/lpCY0pDXLTJgQjQ3yBazH0L-PikCbqnQm9S8a9_cObUYRlp61v6h2X8ETbzKOegV1StOHrV4rFZl81GyJ55vPTC38L5RIDEm72awavyRBvCkBkmjwZuZ4M9MMrknMTgy/9rbsdLkGzUBK-MakI3LSMo_5Qz_N0n196_LycKdDPjE', 'filename': '650d832acf7834b6cc62ce36e283264.png', 'size': 17274, 'type': 'image/png', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/NimvhhPzLrt0zzUayoxb-g/-gZMbcInjfNrOsewvCJsQi-RgXpTXEK1feIAKhugKK3eGG9cQeL4WeIDojiTG3DqCcTDg2W4TIUTdyAnkdZR5A/hGtatN9OjC5Q-NW8Yg1eCn4ebH2rJ-6F-ufIAqCL9Bc', 'width': 45, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/0jGQhbBEVNnW6U4xvEPG0w/6Olm0tXafwKdBQz2pQLfWnTmf60nNrdgwwUO7GtbhUf2-gP7b95oEHndq6wj-MutyAknnElXc41Cksrjmqy2Rg/0jlnnm7Yk36YdJTJmrMG-bnOnH0FsqkcsM0uCvBJ8jI', 'width': 106, 'height': 84}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/W1LEjauIDokM5mwmE1XjXw/AF7nJ8jIDtx1XBg3zGgCF5ueWI0ci4-UAY2Jlugvwiq1SE9KIqih9uMbTb4AJ-brGPKT3kvphk5IT5syz1By2A/0H_JvmlaWwsC9e2Mbx3rQBxHPnt2_HjyomvoFQ85kDM', 'width': 3000, 'height': 3000}}}]",52.0,zamak,,6.21,,
Accessories - Decal,Accessories,Decal,,Accessories,"['recyK4wzPmY5vULTA', 'reckpk09SQ1ftThGH']",,,,,,,,,True,
Ceramic - Cobra Ceramic 750ml Tiffany Blue,Ceramic,Cobra Ceramic 750ml Tiffany Blue,['Repeat order'],Ceramic,['recV4rwPNmkp0Z7BR'],['mina@dragoscantina.com'],['rec2xxD7bRWqCORAE'],4.3,"[{'id': 'attnb8ZeaRwJVzghK', 'width': 1280, 'height': 1706, 'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/RJ2RdvNHoHfoWyeHJARd3g/77EiC5kItoOdvAetHNnmPV-y54eFWNRgpuRjKuGc4aaZf_xpgjQFdWfbf5BS61QSC0rBioeoR8ajNDNZKLWbjt1B0huJX-U97yP84FadrYFHg1vANf7TYSqVnXA6eKRz/g4DyEF19YXSwk7bCa1sGB5Rrtkse-UlJsOjbnwD-a0g', 'filename': '6e37f99036fce593ecb7b160d370a65.jpg', 'size': 381970, 'type': 'image/jpeg', 'thumbnails': {'small': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/vWUxa2GMQfEtETnafPk9og/OoXQr_U5pqLrVUae0Nju9nEcn2rghDYLnjIcfhxnFXSCc9LOxKN-ucjH7wIu2mNR2lAALPI0LlqxKll9UlBVNQ/53c7M0vTANKF_zUPOG9L6LwQyLcKo9_VwaaI2g0nEgw', 'width': 27, 'height': 36}, 'large': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/ONhSeCVRTYDjctweAKcqCw/UGgJGj91wKou9PFgxuvDwePTGvR2OOR_B4aWDtVqWfoHg3TEt0XIOb31klRYOWXooWwk0ITbZE1Js40ViFScLw/ZCGOzcYe5G3OkP_W41eBnCBsH-5dqOoCcVCl8RbZri4', 'width': 512, 'height': 682}, 'full': {'url': 'https://v5.airtableusercontent.com/v1/21/21/1697198400000/iQgJY-qpuSSVgwkoFhZ_3Q/Hd8TXmkt0PMw6yX0SUT9pMcqncRpoyUk2GWMwRuU0uxUof9UpuELuzD43x7e4t8135Jx1gkv6ec6dR0H_Qj3-g/o4p9CLGLSn400nj2o9VV6QecnF4803jqaAVfvEqd5xI', 'width': 3000, 'height': 3000}}}]",,Ceramic,,17.6,,
